state,demographics_year,total_population,st_population,st_share_state_population_pct,state_share_india_st_population_pct,decadal_growth_pct,high_st_share_year,high_st_share_state_population_pct,high_st_state_share_india_st_population_pct,is_high_st_share_state,literacy_year,total_literacy_rate_pct,st_literacy_rate_pct,literacy_gap_pct,enrolment_year,pre_primary_total,primary_total,upper_primary_total,pre_primary_female_share_pct,primary_female_share_pct,upper_primary_female_share_pct,academic_year,dropout_primary_pct,dropout_upper_primary_pct,dropout_secondary_pct,ger_classes_i_viii_boys,ger_classes_i_viii_girls,ger_classes_i_viii,ger_classes_i_x_boys,ger_classes_i_x_girls,ger_classes_i_x,ger_classes_i_xii_boys,ger_classes_i_xii_girls,ger_classes_i_xii,ger_classes_ix_x_boys,ger_classes_ix_x_girls,ger_classes_ix_x,ger_classes_ix_xii_boys,ger_classes_ix_xii_girls,ger_classes_ix_xii,ger_classes_xi_xii_boys,ger_classes_xi_xii_girls,ger_classes_xi_xii,ger_classes_i_viii_gpi,ger_classes_i_x_gpi,ger_classes_i_xii_gpi,ger_classes_ix_x_gpi,ger_classes_ix_xii_gpi,ger_classes_xi_xii_gpi,ger_year,ger_latest_year,ger_latest_primary_boys,ger_latest_primary_girls,ger_latest_primary_total,ger_latest_upper_primary_boys,ger_latest_upper_primary_girls,ger_latest_upper_primary_total,ger_latest_elementary_boys,ger_latest_elementary_girls,ger_latest_elementary_total,ger_latest_secondary_boys,ger_latest_secondary_girls,ger_latest_secondary_total,ger_latest_higher_secondary_boys,ger_latest_higher_secondary_girls,ger_latest_higher_secondary_total,ger_latest_primary_gpi,ger_latest_upper_primary_gpi,ger_latest_elementary_gpi,ger_latest_secondary_gpi,ger_latest_higher_secondary_gpi,ger_latest_ix_xii_avg_boys,ger_latest_ix_xii_avg_girls,ger_latest_ix_xii_avg_total,ger_latest_ix_xii_avg_gpi,ger_latest_ix_xii_avg,gpi_academic_year,gpi_primary_2021_22,gpi_upper_primary_2021_22,gpi_secondary_2021_22,gpi_higher_secondary_2021_22,gpi_primary_2020_21,gpi_upper_primary_2020_21,gpi_secondary_2020_21,gpi_higher_secondary_2020_21,gpi_primary,gpi_upper_primary,gpi_secondary,gpi_higher_secondary,gpi_ix_xii_avg,scholarship_post_matric_2019_20_release_lakh,scholarship_post_matric_2019_20_utilized_lakh,scholarship_post_matric_2020_21_release_lakh,scholarship_post_matric_2020_21_utilized_lakh,scholarship_post_matric_2021_22_release_lakh,scholarship_post_matric_2021_22_utilized_lakh,scholarship_post_matric_2022_23_release_lakh,scholarship_post_matric_2022_23_utilized_lakh,scholarship_post_matric_2023_24_release_lakh,scholarship_post_matric_2023_24_utilized_lakh,scholarship_pre_matric_2019_20_release_lakh,scholarship_pre_matric_2019_20_utilized_lakh,scholarship_pre_matric_2020_21_release_lakh,scholarship_pre_matric_2020_21_utilized_lakh,scholarship_pre_matric_2021_22_release_lakh,scholarship_pre_matric_2021_22_utilized_lakh,scholarship_pre_matric_2022_23_release_lakh,scholarship_pre_matric_2022_23_utilized_lakh,scholarship_pre_matric_2023_24_release_lakh,scholarship_pre_matric_2023_24_utilized_lakh,scholarship_total_release_2019_20_lakh,scholarship_total_utilized_2019_20_lakh,scholarship_utilization_2019_20_pct,scholarship_total_release_2020_21_lakh,scholarship_total_utilized_2020_21_lakh,scholarship_utilization_2020_21_pct,scholarship_total_release_2021_22_lakh,scholarship_total_utilized_2021_22_lakh,scholarship_utilization_2021_22_pct,scholarship_total_release_2022_23_lakh,scholarship_total_utilized_2022_23_lakh,scholarship_utilization_2022_23_pct,scholarship_total_release_2023_24_lakh,scholarship_total_utilized_2023_24_lakh,scholarship_utilization_2023_24_pct,scholarship_cumulative_release_lakh,scholarship_cumulative_utilized_lakh,scholarship_cumulative_utilization_pct,scholarship_total_release_2023_24_lakh_per_100k_st_pop,scholarship_total_utilized_2023_24_lakh_per_100k_st_pop,scholarship_cumulative_release_lakh_per_100k_st_pop,scholarship_cumulative_utilized_lakh_per_100k_st_pop,employment_lfpr_female_per_1000,employment_lfpr_male_per_1000,employment_lfpr_person_per_1000,employment_pu_female_per_1000,employment_pu_male_per_1000,employment_pu_person_per_1000,employment_wpr_female_per_1000,employment_wpr_male_per_1000,employment_wpr_person_per_1000,st_bpl_rural_pct,st_bpl_urban_pct,st_bpl_mean_pct,mgnreg_year,mgnreg_job_card_households_per_1000,mgnreg_work_less_20_days_per_1000,mgnreg_work_20_50_days_per_1000,mgnreg_work_50_100_days_per_1000,mgnreg_work_100_plus_days_per_1000,mgnreg_sought_not_received_per_1000,mgnreg_not_seeking_work_per_1000,mgnreg_average_days_worked,mgnreg_work_received_any_days_per_1000,mgnreg_100_plus_share_of_work_received_pct,st_population_rural,st_population_urban,st_population_residence_total,st_population_urban_share_pct,tribal_villages_gt_25_count,tribal_villages_gt_50_count,tribal_villages_gt_75_count,tribal_villages_gt_90_count,tribal_villages_100_pct_count,low_literacy_district_count,low_literacy_female_min_pct,low_literacy_female_mean_pct,low_literacy_total_mean_pct,tribe_count,tribe_population_total,tribe_weighted_literacy_total_pct,tribe_weighted_literacy_male_pct,tribe_weighted_literacy_female_pct,tribe_weighted_wpr_pct,tribe_weighted_main_worker_pct,tribe_weighted_marginal_worker_pct,hh_self_employed_agriculture_pct,hh_self_employed_non_agriculture_pct,hh_regular_wage_salary_pct,hh_casual_labour_agriculture_pct,hh_casual_labour_non_agriculture_pct,hh_others_pct,estimated_households,sample_households,st_literacy_deprivation_pct,female_literacy_deprivation_pct,score_component_st_literacy_deprivation_pct,score_component_female_literacy_deprivation_pct,score_component_literacy_gap_pct,score_component_dropout_secondary_pct,score_component_low_literacy_district_count,score_component_st_bpl_mean_pct,score_component_employment_pu_person_per_1000,score_component_mgnreg_sought_not_received_per_1000,education_disadvantage_score,economic_vulnerability_score,overall_priority_score,policy_priority_category,overall_priority_rank
Uttarakhand,2011,10086292.0,291903.0,2.89,13.97,0.28,,,,False,2011,78.8,73.9,4.9,2010,0.0,49311,22332,,46.902313885339986,49.834318466774135,2021-22,0.0,1.46,6.36,142.8,137.9,140.4,134.4,131.3,132.9,123.9,120.3,122.1,101.1,104.7,102.8,86.1,85.9,86.0,70.9,68.1,69.5,0.9656862745098039,0.9769345238095238,0.9709443099273607,1.0356083086053414,0.9976771196283393,0.9605077574047953,2013,2023,87.5,92.9,90.0,77.2,79.9,78.5,83.2,87.5,85.2,73.4,75.3,74.3,60.1,64.5,62.2,1.0617142857142858,1.0349740932642488,1.0516826923076923,1.0258855585831061,1.0732113144758735,66.75,69.9,68.25,1.047191011235955,68.25,2021-22,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3568.37,3568.37,0.0,0.0,187.5,187.5,0.0,0.0,138.24,138.24,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,,138.24,138.24,100.0,3568.37,3568.37,100.0,0.0,0.0,,202.5,202.5,100.0,3909.1099999999997,3909.1099999999997,100.0,69.37235999630015,69.37235999630015,1339.1811663463545,1339.1811663463545,470.0,505.0,486.0,0.0,0.0,0.0,470.0,505.0,486.0,11.9,25.7,18.8,2013,471,239,129,5,0,259,329,19,373,0.0,264819.0,27084.0,291903.0,9.278424682171819,640.0,419.0,174.0,85.0,35.0,,,,,5.0,273839.0,73.65731542986939,83.51436391456294,63.47101545068452,45.45607930207166,68.3146509445331,31.6853490554669,31.3,20.1,26.3,3.1,9.3,9.9,,960.0,26.099999999999994,36.52898454931548,0.41882352941176465,0.5810606441838357,0.18677042801556423,0.1920289855072464,,0.2686733556298774,0.0,0.259,0.3446708967796027,0.17589111854329245,0.26028100766144757,Monitor / comparatively lower priority,23.0
Sikkim,2011,610577.0,206360.0,33.8,85.23,0.2,2011,33.8,0.2,True,2011,81.4,79.7,1.7,2010,0.0,30122,12011,,50.48469557134321,55.890433769045046,2021-22,1.58,0.0,11.5,208.2,221.0,214.6,178.8,191.4,185.2,154.0,164.0,159.1,74.3,89.1,81.9,60.8,70.1,65.6,48.1,52.8,50.5,1.0614793467819406,1.070469798657718,1.0649350649350648,1.199192462987887,1.1529605263157894,1.0977130977130976,2013,2023,101.3,92.7,97.1,76.6,79.1,77.8,90.5,86.7,88.6,72.9,78.8,75.8,56.1,68.1,62.1,0.9151036525172754,1.0326370757180157,0.958011049723757,1.0809327846364882,1.213903743315508,64.5,73.44999999999999,68.95,1.1387596899224803,68.95,2021-22,0.9,1.0,1.1,1.3,0.9,1.0,1.2,1.3,0.9,1.0,1.1,1.3,1.2000000000000002,566.8,566.8,553.83,553.83,1036.28,1036.28,925.44,735.93,0.0,0.0,3.57,3.57,9.41,9.41,0.0,0.0,17.84,8.91,0.0,0.0,570.37,570.37,100.0,563.24,563.24,100.0,1036.28,1036.28,100.0,943.2800000000001,744.8399999999999,78.96276821304383,0.0,0.0,,3113.1700000000005,2914.7300000000005,93.62578978982837,0.0,0.0,1508.611164954449,1412.4491180461332,377.0,579.0,489.0,5.0,35.0,22.0,372.0,544.0,467.0,,,,2013,552,69,79,374,0,8,470,66,522,0.0,167146.0,39214.0,206360.0,19.002713704206244,285.0,138.0,51.0,17.0,2.0,,,,,4.0,203906.0,79.8220071993958,85.05638039096445,74.29524879110964,49.591713338499105,72.45610526419036,27.54389473580964,18.1,20.9,48.8,0.0,11.4,0.7,,448.0,20.299999999999997,25.704751208890357,0.2823529411764706,0.4088813165846119,0.062256809338521395,0.34722222222222227,,,0.46808510638297873,0.008,0.2751783223304565,0.23804255319148937,0.2566104377609729,Monitor / comparatively lower priority,24.0
Delhi,2011,16787941.0,,,,,,,,False,2011,86.2,,,2010,462.0,6136,3164,50.0,45.224902216427644,44.7850821744627,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.0,605.0,477.0,0.0,0.0,0.0,286.0,605.0,477.0,,,,2013,0,0,0,0,0,1000,0,0,0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,5.7,32.2,43.6,0.1,16.8,1.7,,64.0,,,,,,0.0,,,0.0,1.0,0.0,0.5,0.25,Economic vulnerability priority,25.0
Meghalaya,2011,2966889.0,2555861.0,86.15,28.25,2.45,2011,86.15,2.45,True,2011,74.4,74.5,0.1,2010,,447047,137523,,50.00659885873298,53.12420467849014,2021-22,9.96,10.83,21.99,148.8,153.8,151.3,128.4,133.0,130.7,107.9,112.1,110.0,47.7,52.1,49.9,28.6,32.1,30.4,10.3,12.8,11.5,1.0336021505376345,1.0358255451713396,1.0389249304911954,1.0922431865828093,1.1223776223776223,1.2427184466019416,2013,2023,182.1,185.7,183.9,106.8,127.7,117.1,152.0,162.2,157.0,73.0,98.0,85.4,31.9,47.4,39.6,1.0197693574958813,1.195692883895131,1.0671052631578946,1.3424657534246576,1.4858934169278997,52.45,72.7,62.5,1.3860819828408006,62.5,2021-22,1.0,1.2,1.3,1.4,1.0,1.1,1.3,1.3,1.0,1.2,1.3,1.4,1.35,0.0,0.0,0.0,0.0,2636.09,2636.09,14619.79,14619.79,8500.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,115.48,106.67,0.0,0.0,0.0,0.0,,0.0,0.0,,2636.09,2636.09,100.0,14735.27,14726.460000000001,99.94021147898884,8500.0,5500.0,64.70588235294117,25871.36,22862.550000000003,88.37011274243025,332.56894643331543,215.19167122155707,1012.2365809408259,894.514607797529,358.0,572.0,467.0,5.0,4.0,5.0,352.0,568.0,462.0,,,,2013,490,71,171,182,0,141,353,51,424,0.0,2136891.0,418970.0,2555861.0,16.39251899849014,6262.0,6205.0,6099.0,5867.0,1890.0,,,,,17.0,2381645.0,74.6939542207172,75.62066189545462,73.7620524049554,40.199910230114064,76.73599986563907,23.264000134360913,32.0,12.3,16.8,15.4,23.2,0.2,,832.0,25.5,26.237947595044602,0.40470588235294125,0.417362785189276,0.0,0.6639492753623188,,,0.10638297872340426,0.141,0.37150448572613404,0.12369148936170213,0.2475979875439181,Monitor / comparatively lower priority,26.0
Goa,2011,1458545.0,149275.0,10.23,26273.67,0.14,2011,10.23,0.14,True,2011,88.7,79.1,9.6,2010,0.0,9318,6892,,47.6711740716892,46.90946024376088,2021-22,0.0,0.0,2.34,16011.8,12190.5,13942.5,16264.6,12120.5,13985.7,14027.4,11677.0,12792.9,17643.6,11808.0,14195.8,10131.7,10435.7,10280.5,5908.7,8813.5,7091.4,0.7613447582407974,0.7452073829052052,0.8324422202261289,0.6692511732299531,1.0300048363058518,1.491614060622472,2013,2023,62.7,68.6,65.5,66.0,71.0,68.4,64.0,69.5,66.6,60.9,71.6,65.9,63.2,72.1,67.6,1.0940988835725676,1.0757575757575757,1.0859375,1.1756978653530377,1.1408227848101264,62.05,71.85,66.75,1.1579371474617244,66.75,2021-22,1.0,1.1,1.2,1.0,1.1,1.1,1.0,1.1,1.0,1.1,1.2,1.0,1.1,732.79,732.79,458.18,458.18,0.0,0.0,1187.23,1187.23,526.54,526.54,80.56,80.56,41.35,41.35,0.0,0.0,108.18,108.18,52.5,20.43,813.3499999999999,813.3499999999999,100.0,499.53000000000003,499.53000000000003,100.0,0.0,0.0,,1295.41,1295.41,100.0,579.04,546.9699999999999,94.46152252003314,3187.33,3155.2599999999998,98.99382869047133,387.9015240328253,366.4176854798191,2135.2068330262937,2113.7229944732876,197.0,560.0,377.0,2.0,29.0,15.0,195.0,531.0,362.0,,,,2013,195,0,0,0,0,6,994,0,0,,87639.0,61636.0,149275.0,41.29023614134986,78.0,38.0,19.0,11.0,2.0,,,,,8.0,144207.0,79.02357305817331,87.19151012086792,71.29286581095232,42.71209372637945,73.71462134293066,26.28537865706935,6.2,33.1,40.8,5.0,3.7,11.1,,192.0,20.900000000000006,28.70713418904768,0.2964705882352943,0.4566397366464006,0.36964980544747084,0.07065217391304347,,,0.3191489361702128,0.006,0.2983530760605523,0.1625744680851064,0.23046377207282934,Monitor / comparatively lower priority,27.0
Himachal Pradesh,2011,6864602.0,392126.0,5.71,60.32,0.38,,,,False,,,,,2010,0.0,34962,24525,,48.669984554659344,47.906218144750255,2021-22,0.0,0.0,0.0,148.2,145.7,147.0,146.0,144.4,145.2,141.0,136.8,138.9,137.1,139.2,138.2,126.8,119.9,123.4,116.4,101.6,108.9,0.9831309041835358,0.989041095890411,0.9702127659574469,1.0153172866520788,0.9455835962145112,0.8728522336769758,2013,2023,97.8,100.8,99.2,99.4,100.9,100.1,98.4,100.8,99.6,98.8,97.6,98.2,79.6,80.8,80.2,1.030674846625767,1.0150905432595574,1.024390243902439,0.9878542510121457,1.015075376884422,89.19999999999999,89.19999999999999,89.2,1.0,89.2,2021-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2468.81,2250.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.92,83.92,91.87,91.87,0.0,0.0,79.02,79.02,110.0,101.09,2552.73,2334.31,91.44367011003905,91.87,91.87,100.0,0.0,0.0,,79.02,79.02,100.0,110.0,101.09,91.9,2833.62,2606.29,91.97739993365377,28.05220770874668,25.779978884338195,722.629970978716,664.6562584475398,405.0,610.0,509.0,6.0,17.0,12.0,398.0,593.0,497.0,9.5,4.0,6.75,2013,543,57,170,125,40,143,465,62,392,10.204081632653061,374392.0,17734.0,392126.0,4.522525922790123,1411.0,966.0,682.0,490.0,230.0,,,,,10.0,381371.0,73.4889417391464,83.05480831001833,63.99280726641513,53.461481339692845,52.113730199726774,47.88633037121333,30.4,17.0,28.2,0.9,15.0,8.4,,1656.0,,36.00719273358487,,0.5727605862348129,,0.0,,0.0,0.2553191489361702,0.143,0.2863802931174064,0.13277304964539005,0.20957667138139824,Monitor / comparatively lower priority,28.0
Lakshadweep,2011,64473.0,61120.0,94.8,6.63,0.06,2011,94.8,0.06,True,2011,91.8,91.7,0.1,2010,999.0,5847,3967,52.35235235235235,48.674533949033695,53.49130325182758,2021-22,0.0,2.24,0.0,78.5,85.8,82.0,76.8,83.5,80.1,76.7,83.7,80.1,70.2,74.6,72.4,72.9,79.1,76.0,76.3,84.4,80.3,1.0929936305732484,1.0872395833333335,1.091264667535854,1.0626780626780625,1.0850480109739367,1.106159895150721,2013,2023,72.4,74.0,73.1,59.5,60.3,60.0,67.6,68.3,67.9,52.8,55.7,54.2,55.1,48.2,51.5,1.022099447513812,1.0134453781512605,1.0103550295857988,1.0549242424242424,0.8747731397459165,53.95,51.95,52.85,0.9629286376274329,52.85,2021-22,1.0,0.8,0.9,0.9,1.0,0.8,1.0,0.9,1.0,0.8,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,577.0,432.0,41.0,33.0,38.0,254.0,543.0,395.0,,,,2013,392,42,213,132,0,21,592,54,387,0.0,13463.0,47657.0,61120.0,77.97284031413612,6.0,5.0,5.0,4.0,1.0,,,,,1.0,4.0,100.0,100.0,100.0,25.0,100.0,0.0,14.7,16.5,43.6,0.1,21.8,3.4,,64.0,8.299999999999997,0.0,0.0,0.0,0.0,0.0,,,0.8085106382978723,0.021,0.0,0.41475531914893615,0.20737765957446808,Economic vulnerability priority,29.0
Manipur,2011,2570390.0,902740.0,35.12,21.8,0.87,2011,35.12,0.87,True,2011,79.2,77.4,1.9,2010,51164.0,136901,41706,48.76866546790713,45.378046909810735,47.67899103246535,2021-22,15.48,5.71,3.23,154.8,136.4,145.8,133.1,117.2,125.3,111.3,97.1,104.3,63.4,54.8,59.2,40.4,34.2,37.3,16.5,14.1,15.3,0.8811369509043927,0.8805409466566492,0.8724168912848158,0.8643533123028391,0.8465346534653466,0.8545454545454545,2013,2023,124.0,131.5,127.5,66.2,72.1,69.0,99.5,106.2,102.7,50.9,57.0,53.8,29.7,32.6,31.2,1.060483870967742,1.0891238670694863,1.0673366834170854,1.119842829076621,1.0976430976430978,40.3,44.8,42.5,1.1116625310173698,42.5,2021-22,1.1,1.1,1.1,1.0,1.1,1.1,1.1,1.0,1.1,1.1,1.1,1.0,1.05,6235.55,6235.55,2184.19,2184.19,4292.15,4292.15,4137.54,4137.54,3000.0,1647.77,443.33,220.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6678.88,6455.81,96.6600687540426,2184.19,2184.19,100.0,4292.15,4292.15,100.0,4137.54,4137.54,100.0,3000.0,1647.77,54.925666666666665,20292.76,18717.46,92.2371328493512,332.3215986884374,182.52985355694884,2247.907481666925,2073.4054101956262,269.0,540.0,410.0,6.0,14.0,10.0,263.0,526.0,400.0,,,,2013,860,106,165,589,0,9,123,62,860,0.0,791126.0,111614.0,902740.0,12.363914305337085,1905.0,1887.0,1844.0,1741.0,554.0,,,,,33.0,1146616.0,72.73361700865853,77.61813789446511,67.79292535600409,47.38723914545062,75.97898878089961,24.021011219100377,42.6,24.4,26.5,0.5,4.9,1.0,,1112.0,22.599999999999994,32.20707464399591,0.3364705882352941,0.5123127229187605,0.07003891050583658,0.09752415458937198,,,0.2127659574468085,0.009,0.25408659406231576,0.11088297872340426,0.18248478639286,Monitor / comparatively lower priority,30.0
Mizoram,2011,1097206.0,1036115.0,94.43,23.45,0.99,2011,94.43,0.99,True,2011,91.3,91.5,0.2,2010,38109.0,148836,64237,48.75226324490278,47.856701335698354,48.09689119977583,2021-22,6.16,2.51,11.48,159.4,148.9,154.2,141.0,133.5,137.3,121.7,114.8,118.3,76.8,79.7,78.2,58.7,59.0,58.8,42.0,40.7,41.3,0.9341279799247177,0.9468085106382979,0.943303204601479,1.0377604166666667,1.0051107325383304,0.9690476190476192,2013,2023,154.4,155.5,154.9,113.4,117.7,115.5,137.9,140.2,139.0,94.9,105.8,100.2,50.8,58.6,54.7,1.0071243523316062,1.0379188712522045,1.0166787527193617,1.1148577449947312,1.1535433070866143,72.85,82.2,77.45,1.1283459162663008,77.45,2021-22,1.0,1.0,1.1,1.1,1.0,1.0,1.1,1.1,1.0,1.0,1.1,1.1,1.1,4415.78,4415.78,3446.82,3446.82,3874.64,3874.64,2590.31,2590.31,2500.0,0.0,702.21,702.21,167.86,167.86,657.47,657.47,0.0,0.0,306.89,0.0,5117.99,5117.99,100.0,3614.6800000000003,3614.6800000000003,100.0,4532.11,4532.11,100.0,2590.31,2590.31,100.0,2806.89,0.0,0.0,18661.98,15855.089999999998,84.95931299894222,270.90525665587313,0.0,1801.1494863021962,1530.2442296463228,360.0,575.0,470.0,8.0,10.0,9.0,352.0,565.0,461.0,,,,2013,913,27,138,704,17,35,48,76,886,1.9187358916478554,507467.0,528648.0,1036115.0,51.02213557375388,700.0,699.0,684.0,651.0,130.0,,,,,15.0,1028775.0,91.11028825544943,93.45104750795848,88.66467410269496,43.74516789385433,84.70753906344925,15.29246093655075,41.2,25.2,29.1,0.4,3.6,0.4,,512.0,8.5,11.33532589730504,0.004705882352941244,0.1803091941696257,0.003891050583657588,0.34661835748792275,,,0.19148936170212766,0.035,0.13388112114853684,0.11324468085106383,0.12356290099980033,Monitor / comparatively lower priority,31.0
Punjab,2011,27743338.0,,0.0,,0.0,,,,False,2011,75.8,,,2010,0.0,0,0,,,,2021-22,0.34,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,393.0,292.0,0.0,14.0,8.0,142.0,378.0,283.0,,,,2013,0,0,0,0,0,322,678,0,0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,23.0,18.5,24.5,8.4,16.1,9.4,,1528.0,,,,,,0.0,,,0.1702127659574468,0.322,0.0,0.2461063829787234,0.1230531914893617,Monitor / comparatively lower priority,32.0
Haryana,2011,25351462.0,,0.0,,0.0,,,,False,2011,75.6,,,2010,0.0,0,0,,,,2021-22,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.0,595.0,447.0,34.0,0.0,18.0,281.0,595.0,429.0,,,,2013,0,0,0,0,0,60,940,0,0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,24.5,17.7,33.0,3.4,11.4,9.9,,1336.0,,,,,,0.0,,,0.3829787234042553,0.06,0.0,0.22148936170212766,0.11074468085106383,Monitor / comparatively lower priority,33.0
Chandigarh,2011,1055450.0,,,,,,,,False,2011,86.0,,,2010,0.0,0,0,,,,2021-22,3.56,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,,12298.0,9418.0,5926.0,3200.0,1076.0,,,,,,,,,,,,,0.0,22.3,61.3,0.0,15.5,0.9,,64.0,,,,,,0.0,,,,0.0,0.0,0.0,0.0,Monitor / comparatively lower priority,34.0
